varan,210,347,123,34,SpamImage94_1.png,668,448
indirim,336,342,235,38,SpamImage94_1.png,668,448
indirim,64,179,300,52,SpamImage93_1.png,666,539
tl,219,447,79,55,SpamImage93_1.png,666,539
tl,220,420,30,23,SpamImage93_1.png,666,539
market,48,434,96,22,SpamImage93_1.png,666,539
yuzde,7,27,41,39,SpamImage92_1.png,616,537
varan,151,29,155,38,SpamImage92_1.png,616,537
indirim,311,20,302,49,SpamImage92_1.png,616,537
indirim,290,75,185,36,SpamImage92_1.png,616,537
kacirma,478,77,130,38,SpamImage92_1.png,616,537
alisveris,83,222,493,122,SpamImage92_1.png,616,537
yuzde,47,161,40,37,SpamImage90_1.png,669,687
varan,173,163,133,36,SpamImage90_1.png,669,687
indirim,466,168,65,19,SpamImage90_1.png,669,687
indirim,46,206,220,45,SpamImage90_1.png,669,687
indirim,211,581,98,37,SpamImage90_1.png,669,687
ozel,461,586,64,33,SpamImage90_1.png,669,687
firsat,224,622,188,27,SpamImage90_1.png,669,687
yuzde,13,52,38,35,SpamImage89_1.png,623,527
varan,142,51,139,34,SpamImage89_1.png,623,527
indirim,371,43,237,49,SpamImage89_1.png,623,527
indirim,94,410,201,45,SpamImage89_1.png,623,527
kacirma,220,98,187,39,SpamImage89_1.png,623,527
indirim,350,363,80,25,SpamImage86_1.png,542,622
yuzde,308,361,25,25,SpamImage86_1.png,542,622
tl,162,363,33,23,SpamImage86_1.png,542,622
uzeri,223,362,81,27,SpamImage86_1.png,542,622
tl,414,456,45,38,SpamImage86_1.png,542,622
varan,316,501,84,25,SpamImage86_1.png,542,622
indirim,403,496,111,28,SpamImage86_1.png,542,622
varan,31,499,87,27,SpamImage86_1.png,542,622
tl,120,458,44,34,SpamImage86_1.png,542,622
indirim,121,494,107,35,SpamImage86_1.png,542,622
alisveris,191,573,78,26,SpamImage86_1.png,542,622
sepet,376,337,142,32,SpamImage81_1.png,711,756
tl,507,374,112,69,SpamImage81_1.png,711,756
varan,460,443,94,28,SpamImage81_1.png,711,756
indirim,377,472,253,63,SpamImage81_1.png,711,756
alisveris,392,579,141,29,SpamImage81_1.png,711,756
sepet,251,163,41,13,SpamImage81_1.png,711,756
tl,606,618,20,14,SpamImage80_1.png,683,699
ozel,22,611,40,21,SpamImage80_1.png,683,699
market,183,253,74,21,SpamImage7_1.png,595,771
alisveris,261,252,115,27,SpamImage7_1.png,595,771
ozel,379,252,45,25,SpamImage7_1.png,595,771
tl,313,285,135,91,SpamImage7_1.png,595,771
indirim,79,378,427,110,SpamImage7_1.png,595,771
firsat,252,552,47,21,SpamImage7_1.png,595,771
kacirma,300,553,59,23,SpamImage7_1.png,595,771
urun,182,69,153,27,SpamImage75_1.png,605,687
yuzde,47,112,35,34,SpamImage75_1.png,605,687
varan,157,114,122,30,SpamImage75_1.png,605,687
alisveris,402,77,187,46,SpamImage75_1.png,605,687
indirim,50,152,195,40,SpamImage75_1.png,605,687
firsat,252,525,199,28,SpamImage75_1.png,605,687
alisveris,83,555,108,35,SpamImage75_1.png,605,687
indirim,278,557,148,26,SpamImage75_1.png,605,687
yuzde,72,657,20,21,SpamImage75_1.png,605,687
varan,129,659,48,19,SpamImage75_1.png,605,687
indirim,178,659,78,19,SpamImage75_1.png,605,687
yuzde,353,658,16,18,SpamImage75_1.png,605,687
varan,406,657,49,23,SpamImage75_1.png,605,687
indirim,457,658,77,22,SpamImage75_1.png,605,687
urun,463,637,79,20,SpamImage75_1.png,605,687
yuzde,51,143,32,32,SpamImage74_1.png,608,691
varan,158,145,121,30,SpamImage74_1.png,608,691
indirim,49,183,198,39,SpamImage74_1.png,608,691
alisveris,408,76,178,46,SpamImage74_1.png,608,691
alisveris,83,553,109,34,SpamImage74_1.png,608,691
indirim,282,556,148,28,SpamImage74_1.png,608,691
firsat,254,523,199,29,SpamImage74_1.png,608,691
urun,172,634,99,23,SpamImage74_1.png,608,691
yuzde,71,654,19,22,SpamImage74_1.png,608,691
varan,136,659,47,18,SpamImage74_1.png,608,691
indirim,184,658,80,16,SpamImage74_1.png,608,691
yuzde,354,654,18,23,SpamImage74_1.png,608,691
varan,408,659,48,18,SpamImage74_1.png,608,691
indirim,457,657,76,16,SpamImage74_1.png,608,691
fiyat,245,119,129,46,SpamImage72_1.png,612,800
fiyat,338,217,137,52,SpamImage72_1.png,612,800
fiyat,304,322,73,26,SpamImage72_1.png,612,800
kacirma,379,322,88,26,SpamImage72_1.png,612,800
firsat,248,703,62,20,SpamImage72_1.png,612,800
kacirma,313,703,53,18,SpamImage72_1.png,612,800
alisveris,186,131,353,45,SpamImage71_1.png,611,820
alisveris,256,759,72,19,SpamImage71_1.png,611,820
bedava,439,517,74,27,SpamImage71_1.png,611,820
yuzde,60,129,42,46,SpamImage70_1.png,672,673
varan,221,131,148,41,SpamImage70_1.png,672,673
indirim,57,180,238,50,SpamImage70_1.png,672,673
urun,337,88,170,30,SpamImage70_1.png,672,673
firsat,339,589,93,29,SpamImage70_1.png,672,673
fiyat,341,169,112,46,SpamImage64_1.png,610,796
fiyat,394,333,172,68,SpamImage64_1.png,610,796
kacirma,308,714,66,24,SpamImage64_1.png,610,796
tl,101,91,32,25,SpamImage5_1.png,608,712
firsat,187,128,125,34,SpamImage5_1.png,608,712
indirim,194,647,83,22,SpamImage5_1.png,608,712
yuzde,81,670,18,22,SpamImage5_1.png,608,712
varan,136,674,48,16,SpamImage5_1.png,608,712
indirim,187,673,79,20,SpamImage5_1.png,608,712
urun,335,661,90,21,SpamImage5_1.png,608,712
yuzde,430,661,16,19,SpamImage5_1.png,608,712
varan,491,662,49,20,SpamImage5_1.png,608,712
indirim,398,683,80,18,SpamImage5_1.png,608,712
indirim,300,528,83,26,SpamImage5_1.png,608,712
tl,268,217,144,102,SpamImage57_1.png,606,742
ozel,347,45,146,64,SpamImage57_1.png,606,742
indirim,259,107,216,66,SpamImage57_1.png,606,742
market,40,627,89,21,SpamImage57_1.png,606,742
alisveris,222,705,100,22,SpamImage57_1.png,606,742
indirim,266,115,282,48,SpamImage53_1.png,602,752
kacirma,213,167,188,45,SpamImage53_1.png,602,752
indirim,110,449,180,45,SpamImage53_1.png,602,752
yuzde,44,573,22,26,SpamImage53_1.png,602,752
varan,105,578,50,21,SpamImage53_1.png,602,752
indirim,205,575,87,24,SpamImage53_1.png,602,752
hemen,249,662,56,21,SpamImage53_1.png,602,752
yuzde,47,122,37,34,SpamImage52_1.png,600,686
varan,166,121,132,33,SpamImage52_1.png,600,686
indirim,304,114,210,42,SpamImage52_1.png,600,686
firsat,302,530,83,25,SpamImage52_1.png,600,686
urun,60,650,92,21,SpamImage52_1.png,600,686
yuzde,153,652,17,18,SpamImage52_1.png,600,686
varan,217,652,48,19,SpamImage52_1.png,600,686
indirim,122,672,84,14,SpamImage52_1.png,600,686
urun,449,639,99,21,SpamImage52_1.png,600,686
yuzde,350,662,16,16,SpamImage52_1.png,600,686
varan,404,663,47,18,SpamImage52_1.png,600,686
indirim,452,662,83,19,SpamImage52_1.png,600,686
bedava,463,142,73,17,SpamImage51_1.png,597,693
tl,500,90,18,18,SpamImage51_1.png,597,693
uzeri,487,108,46,17,SpamImage51_1.png,597,693
sepet,46,124,133,28,SpamImage51_1.png,597,693
yuzde,184,121,28,29,SpamImage51_1.png,597,693
indirim,249,118,143,34,SpamImage51_1.png,597,693
firsat,301,535,85,24,SpamImage51_1.png,597,693
fiyat,132,674,60,19,SpamImage51_1.png,597,693
tl,226,356,20,18,SpamImage50_1.png,553,770
tl,234,379,19,15,SpamImage50_1.png,553,770
tl,493,356,20,18,SpamImage50_1.png,553,770
tl,500,381,20,14,SpamImage50_1.png,553,770
urun,308,296,76,27,SpamImage50_1.png,553,770
indirim,255,558,148,32,SpamImage4_1.png,606,611
tl,102,72,34,25,SpamImage49_1.png,605,689
sepet,45,140,158,32,SpamImage49_1.png,605,689
yuzde,208,140,35,32,SpamImage49_1.png,605,689
indirim,284,133,143,41,SpamImage49_1.png,605,689
firsat,304,534,84,24,SpamImage49_1.png,605,689
yuzde,72,658,19,20,SpamImage49_1.png,605,689
varan,128,659,51,18,SpamImage49_1.png,605,689
indirim,179,659,79,19,SpamImage49_1.png,605,689
firsat,437,660,63,18,SpamImage49_1.png,605,689
yuzde,175,364,37,34,SpamImage47_1.png,665,757
yuzde,288,364,40,31,SpamImage47_1.png,665,757
yuzde,410,363,35,35,SpamImage47_1.png,665,757
yuzde,93,720,17,22,SpamImage47_1.png,665,757
indirim,296,401,167,48,SpamImage47_1.png,665,757
varan,151,725,53,18,SpamImage47_1.png,665,757
indirim,206,721,62,24,SpamImage47_1.png,665,757
indirim,547,710,62,21,SpamImage47_1.png,665,757
varan,492,713,54,20,SpamImage47_1.png,665,757
firsat,272,629,199,31,SpamImage47_1.png,665,757
tl,153,128,37,26,SpamImage42_1.png,592,761
tl,337,159,37,28,SpamImage42_1.png,592,761
market,380,125,120,26,SpamImage42_1.png,592,761
indirim,376,154,118,33,SpamImage42_1.png,592,761
alisveris,200,700,126,30,SpamImage42_1.png,592,761
urun,149,104,79,17,SpamImage41_1.png,598,634
ozel,207,125,70,27,SpamImage41_1.png,598,634
yuzde,166,161,29,27,SpamImage41_1.png,598,634
indirim,229,159,110,27,SpamImage41_1.png,598,634
urun,164,603,81,22,SpamImage41_1.png,598,634
urun,439,602,75,23,SpamImage41_1.png,598,634
indirim,363,533,178,35,SpamImage3_1.png,608,813
kampanya,324,573,216,36,SpamImage3_1.png,608,813
firsat,250,653,93,25,SpamImage3_1.png,608,813
kacirma,345,648,100,33,SpamImage3_1.png,608,813
urun,390,623,109,24,SpamImage3_1.png,608,813
hemen,254,719,56,22,SpamImage3_1.png,608,813
efsane,309,624,78,21,SpamImage3_1.png,608,813
efsane,172,650,73,27,SpamImage3_1.png,608,813
firsat,277,632,198,35,SpamImage38_1.png,671,767
yuzde,194,696,23,24,SpamImage38_1.png,671,767
indirim,243,698,77,24,SpamImage38_1.png,671,767
yuzde,249,726,16,18,SpamImage38_1.png,671,767
indirim,155,749,63,18,SpamImage38_1.png,671,767
yuzde,430,723,20,22,SpamImage38_1.png,671,767
varan,489,723,52,21,SpamImage38_1.png,671,767
indirim,545,720,65,25,SpamImage38_1.png,671,767
firsat,342,114,107,29,SpamImage37_1.png,536,752
ozel,275,59,55,24,SpamImage37_1.png,536,752
tl,305,161,16,15,SpamImage37_1.png,536,752
indirim,322,162,43,15,SpamImage37_1.png,536,752
firsat,366,161,47,16,SpamImage37_1.png,536,752
alisveris,219,197,64,19,SpamImage37_1.png,536,752
yuzde,178,365,37,36,SpamImage36_1.png,664,770
yuzde,288,369,43,31,SpamImage36_1.png,664,770
yuzde,411,364,38,37,SpamImage36_1.png,664,770
yuzde,132,745,17,21,SpamImage36_1.png,664,770
yuzde,507,708,20,25,SpamImage36_1.png,664,770
indirim,299,406,167,48,SpamImage36_1.png,664,770
indirim,176,747,63,20,SpamImage36_1.png,664,770
indirim,448,733,88,22,SpamImage36_1.png,664,770
varan,570,709,50,23,SpamImage36_1.png,664,770
indirim,216,698,97,21,SpamImage36_1.png,664,770
sepet,233,725,70,20,SpamImage36_1.png,664,770
urun,145,724,85,21,SpamImage36_1.png,664,770
tl,111,371,32,31,SpamImage30_1.png,476,802
yuzde,5,229,12,15,SpamImage2_1.png,509,447
yuzde,97,257,13,15,SpamImage2_1.png,509,447
alisveris,69,215,83,15,SpamImage2_1.png,509,447
varan,136,261,38,12,SpamImage2_1.png,509,447
indirim,45,273,58,15,SpamImage2_1.png,509,447
hemen,23,391,45,18,SpamImage2_1.png,509,447
yuzde,63,126,40,38,SpamImage28_1.png,681,768
yuzde,88,734,19,20,SpamImage28_1.png,681,768
yuzde,396,732,21,23,SpamImage28_1.png,681,768
varan,227,124,151,43,SpamImage28_1.png,681,768
indirim,63,178,245,51,SpamImage28_1.png,681,768
firsat,337,594,89,24,SpamImage28_1.png,681,768
varan,151,736,47,18,SpamImage28_1.png,681,768
varan,456,735,56,21,SpamImage28_1.png,681,768
indirim,204,734,88,20,SpamImage28_1.png,681,768
indirim,512,734,87,20,SpamImage28_1.png,681,768
hemen,41,394,70,25,SpamImage26_1.png,788,555
yuzde,58,127,41,38,SpamImage25_1.png,671,775
yuzde,85,730,20,23,SpamImage25_1.png,671,775
varan,198,125,153,44,SpamImage25_1.png,671,775
varan,148,738,51,16,SpamImage25_1.png,671,775
indirim,63,172,242,49,SpamImage25_1.png,671,775
indirim,201,734,87,20,SpamImage25_1.png,671,775
firsat,337,594,84,25,SpamImage25_1.png,671,775
urun,212,710,107,22,SpamImage25_1.png,671,775
hediye,498,734,63,22,SpamImage25_1.png,671,775
fiyat,500,710,78,22,SpamImage25_1.png,671,775
urun,283,82,148,31,SpamImage25_1.png,671,775
urun,430,98,122,23,SpamImage23_1.png,605,705
tl,235,141,50,35,SpamImage23_1.png,605,705
urun,470,647,95,19,SpamImage23_1.png,605,705
urun,78,669,80,20,SpamImage23_1.png,605,705
yuzde,158,669,18,18,SpamImage23_1.png,605,705
yuzde,344,668,24,20,SpamImage23_1.png,605,705
indirim,201,670,54,19,SpamImage23_1.png,605,705
indirim,288,131,151,45,SpamImage23_1.png,605,705
indirim,464,670,77,18,SpamImage23_1.png,605,705
varan,413,670,49,19,SpamImage23_1.png,605,705
firsat,301,534,78,23,SpamImage23_1.png,605,705
yuzde,234,276,85,71,SpamImage21_1.png,660,756
varan,423,306,41,16,SpamImage21_1.png,660,756
firsat,329,586,88,24,SpamImage21_1.png,660,756
indirim,189,347,295,53,SpamImage21_1.png,660,756
fiyat,423,727,63,22,SpamImage21_1.png,660,756
urun,317,445,174,40,SpamImage18_1.png,675,812
kacirma,342,628,86,24,SpamImage18_1.png,675,812
kacirma,255,92,62,28,SpamImage17_1.png,668,776
hediye,219,126,225,46,SpamImage17_1.png,668,776
firsat,333,590,90,25,SpamImage17_1.png,668,776
hediye,136,739,97,25,SpamImage17_1.png,668,776
hediye,499,739,93,24,SpamImage17_1.png,668,776
firsat,56,182,244,40,SpamImage15_1.png,672,775
firsat,337,590,93,31,SpamImage15_1.png,672,775
tl,139,319,38,27,SpamImage15_1.png,672,775
tl,219,362,65,43,SpamImage15_1.png,672,775
yuzde,85,740,18,21,SpamImage15_1.png,672,775
varan,145,745,54,17,SpamImage15_1.png,672,775
indirim,200,740,87,24,SpamImage15_1.png,672,775
yuzde,55,123,44,39,SpamImage13_1.png,669,773
varan,195,124,149,36,SpamImage13_1.png,669,773
indirim,58,170,241,47,SpamImage13_1.png,669,773
firsat,340,593,90,25,SpamImage13_1.png,669,773
urun,168,717,105,20,SpamImage13_1.png,669,773
tl,526,742,28,20,SpamImage13_1.png,669,773
yuzde,80,742,19,20,SpamImage13_1.png,669,773
varan,149,744,54,17,SpamImage13_1.png,669,773
indirim,205,743,91,19,SpamImage13_1.png,669,773
indirim,287,84,127,25,SpamImage13_1.png,669,773
indirim,38,128,160,31,SpamImage11_1.png,498,589
firsat,252,447,68,23,SpamImage11_1.png,498,589
firsat,361,561,53,15,SpamImage11_1.png,498,589
fiyat,187,559,47,18,SpamImage11_1.png,498,589
tl,70,561,21,17,SpamImage11_1.png,498,589
siparis,461,25,60,23,SpamImage123_1.png,627,702
siparis,39,166,54,24,SpamImage123_1.png,627,702
siparis,12,293,64,31,SpamImage123_1.png,627,702
tl,554,375,19,16,SpamImage123_1.png,627,702
tl,553,459,21,18,SpamImage123_1.png,627,702
tl,553,497,20,14,SpamImage123_1.png,627,702
tl,553,530,21,17,SpamImage123_1.png,627,702
tl,543,605,31,22,SpamImage123_1.png,627,702
urun,406,186,45,19,SpamImage12_1.png,758,556
siparis,8,242,75,23,SpamImage12_1.png,758,556
siparis,7,268,75,23,SpamImage12_1.png,758,556
urun,11,322,50,35,SpamImage12_1.png,758,556
fiyat,689,326,61,29,SpamImage12_1.png,758,556
siparis,436,2,53,21,SpamImage31_1.png,527,573
siparis,27,119,51,22,SpamImage31_1.png,527,573
siparis,6,228,55,29,SpamImage31_1.png,527,573
tl,491,299,16,18,SpamImage31_1.png,527,573
tl,490,374,19,18,SpamImage31_1.png,527,573
tl,491,404,22,16,SpamImage31_1.png,527,573
tl,490,434,18,17,SpamImage31_1.png,527,573
tl,483,499,25,22,SpamImage31_1.png,527,573
tl,565,385,19,17,SpamImage104_1.png,671,689
tl,564,473,20,16,SpamImage104_1.png,671,689
tl,565,508,19,15,SpamImage104_1.png,671,689
tl,563,541,22,14,SpamImage104_1.png,671,689
tl,557,613,29,26,SpamImage104_1.png,671,689
siparis,454,37,67,26,SpamImage104_1.png,671,689
siparis,51,178,53,22,SpamImage104_1.png,671,689
siparis,21,304,65,30,SpamImage104_1.png,671,689
